Match,Team_Innings,Batting_Pos,Batsman,Dismissal,Runs,Balls,4s,6s,SR
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,1,Devon Conway,b Mohammed Shami,1,6,0,0,16.66
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,2,Ruturaj Gaikwad,c Shubman Gill b Joseph,92,50,4,9,184.00
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,3,Moeen Ali,c †Saha b Rashid Khan,23,17,4,1,135.29
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,4,Ben Stokes,c †Saha b Rashid Khan,7,6,1,0,116.66
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,5,Ambati Rayudu,b Little,12,12,0,1,100.00
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,6,Shivam Dube,c Rashid Khan b Mohammed Shami,19,18,0,1,105.55
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,7,Ravindra Jadeja,c Shankar b Joseph,1,2,0,0,50.00
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,8,MS Dhoni (c)†,not out,14,7,1,1,200.00
Chennai Super Kings vs Gujarat Titans,Chennai Super Kings,9,Mitchell Santner,not out,1,3,0,0,33.33
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha †,c Dube b Hangargekar,25,16,2,2,156.25
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,2,Shubman Gill,c Gaikwad b Deshpande,63,36,6,3,175.00
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,c †Dhoni b Hangargekar,22,17,3,0,129.41
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,4,Hardik Pandya (c),b Jadeja,8,11,0,0,72.72
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,5,Vijay Shankar,c Santner b Hangargekar,27,21,2,1,128.57
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,6,Rahul Tewatia,not out,15,14,1,1,107.14
Chennai Super Kings vs Gujarat Titans,Gujarat Titans,7,Rashid Khan,not out,10,3,1,1,333.33
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,1,Prabhsimran Singh,c †Rahmanullah Gurbaz b Southee,23,12,2,2,191.66
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,2,Shikhar Dhawan (c),b Varun,40,29,6,0,137.93
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,3,Bhanuka Rajapaksa,c Singh b Yadav,50,32,5,2,156.25
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,4,Jitesh Sharma †,c Yadav b Southee,21,11,1,2,190.90
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,5,Sikandar Raza,c Rana b Narine,16,13,1,1,123.07
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,6,Sam Curran,not out,26,17,0,2,152.94
Punjab Kings vs Kolkata Knight Riders,Punjab Kings,7,M Shahrukh Khan,not out,11,7,2,0,157.14
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,1,Mandeep Singh,c Curran b Arshdeep Singh,2,4,0,0,50.00
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,2,Rahmanullah Gurbaz †,b Ellis,22,16,3,1,137.50
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,3,Anukul Roy,c Sikandar Raza b Arshdeep Singh,4,5,1,0,80.00
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,4,Venkatesh Iyer,c Chahar b Arshdeep Singh,34,28,3,1,121.42
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,5,Nitish Rana (c),c Chahar b Sikandar Raza,24,17,3,1,141.17
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,6,Rinku Singh,c Sikandar Raza b Chahar,4,4,0,0,100.00
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,7,Andre Russell,c Sikandar Raza b Curran,35,19,3,2,184.21
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,8,Shardul Thakur,not out,8,3,0,1,266.66
Punjab Kings vs Kolkata Knight Riders,Kolkata Knight Riders,9,Sunil Narine,not out,7,2,0,1,350.00
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,1,KL Rahul (c),c Patel b Sakariya,8,12,0,1,66.66
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,2,Kyle Mayers,b Patel,73,38,2,7,192.10
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,3,Deepak Hooda,c Warner b Kuldeep Yadav,17,18,0,0,94.44
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,4,Krunal Pandya,not out,15,13,0,1,115.38
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,5,Marcus Stoinis,c †Khan b Ahmed,12,10,0,1,120.00
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,6,Nicholas Pooran †,c Shaw b Ahmed,36,21,2,3,171.42
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,7,Ayush Badoni,c †Khan b Sakariya,18,7,1,2,257.14
Lucknow Super Giants vs Delhi Capitals,Lucknow Super Giants,8,Krishnappa Gowtham,not out,6,1,0,1,600.00
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,1,Prithvi Shaw,b Wood,12,9,2,0,133.33
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,2,David Warner (c),c Gowtham b Avesh Khan,56,48,7,0,116.66
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,3,Mitchell Marsh,b Wood,0,1,0,0,0.00
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,4,Sarfaraz Khan †,c Gowtham b Wood,4,9,1,0,44.44
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,5,Rilee Rossouw,c Mayers b Ravi Bishnoi,30,20,3,1,150.00
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,6,Rovman Powell,lbw b Ravi Bishnoi,1,3,0,0,33.33
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,7,Aman Hakim Khan,c †Pooran b Avesh Khan,4,5,0,0,80.00
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,8,Axar Patel,c sub (PN Mankad) b Wood,16,11,1,1,145.45
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,9,Kuldeep Yadav,not out,6,10,0,0,60.00
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,10,Chetan Sakariya,c Pandya b Wood,4,4,1,0,100.00
Lucknow Super Giants vs Delhi Capitals,Delhi Capitals,11,Mukesh Kumar,not out,0,1,0,0,0.00
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,1,Yashasvi Jaiswal,c Agarwal b Fazalhaq Farooqi,54,37,9,0,145.94
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,2,Jos Buttler,b Fazalhaq Farooqi,54,22,7,3,245.45
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,3,Sanju Samson (c)†,c Abhishek Sharma b Natarajan,55,32,3,4,171.87
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,4,Devdutt Padikkal,b Umran Malik,2,5,0,0,40.00
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,5,Riyan Parag,c Fazalhaq Farooqi b Natarajan,7,6,1,0,116.66
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,6,Shimron Hetmyer,not out,22,16,1,1,137.50
Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,7,Ravichandran Ashwin,not out,1,2,0,0,50.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Abhishek Sharma,b Boult,0,3,0,0,0.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Mayank Agarwal,c Buttler b Chahal,27,23,3,0,117.39
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,c Holder b Boult,0,2,0,0,0.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Harry Brook,b Chahal,13,21,1,0,61.90
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Washington Sundar,c Hetmyer b Holder,1,5,0,0,20.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Glenn Phillips †,c Asif b Ashwin,8,6,0,1,133.33
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Abdul Samad,not out,32,32,2,1,100.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Adil Rashid,st †Samson b Chahal,18,13,1,1,138.46
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,9,Bhuvneshwar Kumar (c),b Chahal,6,10,0,0,60.00
Rajasthan Royals vs Sunrisers Hyderabad,Sunrisers Hyderabad,10,Umran Malik,not out,19,8,1,2,237.50
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,1,Rohit Sharma (c),c †Karthik b Akash Deep,1,10,0,0,10.00
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,2,Ishan Kishan †,c Patel b Mohammed Siraj,10,13,2,0,76.92
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,3,Cameron Green,b Topley,5,4,1,0,125.00
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,4,Suryakumar Yadav,c Shahbaz Ahmed b Bracewell,15,16,1,0,93.75
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,5,Tilak Varma,not out,84,46,9,4,182.60
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,6,Nehal Wadhera,c Kohli b Sharma,21,13,1,2,161.53
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,7,Tim David,b Sharma,4,7,0,0,57.14
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,8,Hrithik Shokeen,c du Plessis b Patel,5,3,1,0,166.66
Mumbai Indians vs Royal Challengers Bangalore,Mumbai Indians,9,Arshad Khan,not out,15,9,0,1,166.66
Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Virat Kohli,not out,82,49,6,5,167.34
Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Faf du Plessis (c),c David b Arshad Khan,73,43,5,6,169.76
Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Dinesh Karthik †,c Tilak Varma b Green,0,3,0,0,0.00
Mumbai Indians vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Glenn Maxwell,not out,12,3,0,2,400.00
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,1,Ruturaj Gaikwad,c Wood b Ravi Bishnoi,57,31,3,4,183.87
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,2,Devon Conway,c Pandya b Wood,47,29,5,2,162.06
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,3,Shivam Dube,c Wood b Ravi Bishnoi,27,16,1,3,168.75
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,4,Moeen Ali,st †Pooran b Ravi Bishnoi,19,13,3,0,146.15
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,5,Ben Stokes,c Yash Thakur b Avesh Khan,8,8,1,0,100.00
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,6,Ambati Rayudu,not out,27,14,2,2,192.85
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,7,Ravindra Jadeja,c Ravi Bishnoi b Wood,3,6,0,0,50.00
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,8,MS Dhoni (c)†,c Ravi Bishnoi b Wood,12,3,0,2,400.00
Chennai Super Kings vs Lucknow Super Giants,Chennai Super Kings,9,Mitchell Santner,not out,1,1,0,0,100.00
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,1,KL Rahul (c),c Gaikwad b Ali,20,18,2,0,111.11
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,2,Kyle Mayers,c Conway b Ali,53,22,8,2,240.90
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,3,Deepak Hooda,c Stokes b Santner,2,6,0,0,33.33
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,4,Krunal Pandya,c Jadeja b Ali,9,9,0,1,100.00
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,5,Marcus Stoinis,b Ali,21,18,0,1,116.66
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,6,Nicholas Pooran †,c Stokes b Deshpande,32,18,2,3,177.77
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,7,Ayush Badoni,c †Dhoni b Deshpande,23,18,0,0,127.77
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,8,Krishnappa Gowtham,not out,17,11,0,1,154.54
Chennai Super Kings vs Lucknow Super Giants,Lucknow Super Giants,9,Mark Wood,not out,10,3,1,1,333.33
Delhi Capitals vs Gujarat Titans,Delhi Capitals,1,David Warner (c),b Joseph,37,32,7,0,115.62
Delhi Capitals vs Gujarat Titans,Delhi Capitals,2,Prithvi Shaw,c Joseph b Mohammed Shami,7,5,1,0,140.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,3,Mitchell Marsh,b Mohammed Shami,4,4,1,0,100.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,4,Sarfaraz Khan,c Little b Rashid Khan,30,34,2,0,88.23
Delhi Capitals vs Gujarat Titans,Delhi Capitals,5,Rilee Rossouw,c Tewatia b Joseph,0,1,0,0,0.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,6,Abishek Porel †,b Rashid Khan,20,11,0,2,181.81
Delhi Capitals vs Gujarat Titans,Delhi Capitals,7,Axar Patel,c Miller b Mohammed Shami,36,22,2,3,163.63
Delhi Capitals vs Gujarat Titans,Delhi Capitals,8,Aman Hakim Khan,c Pandya b Rashid Khan,8,8,0,1,100.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,9,Kuldeep Yadav,not out,1,1,0,0,100.00
Delhi Capitals vs Gujarat Titans,Delhi Capitals,10,Anrich Nortje,not out,4,2,1,0,200.00
Delhi Capitals vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha †,b Nortje,14,7,2,1,200.00
Delhi Capitals vs Gujarat Titans,Gujarat Titans,2,Shubman Gill,b Nortje,14,13,3,0,107.69
Delhi Capitals vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,not out,62,48,4,2,129.16
Delhi Capitals vs Gujarat Titans,Gujarat Titans,4,Hardik Pandya (c),c †Abishek Porel b Ahmed,5,4,1,0,125.00
Delhi Capitals vs Gujarat Titans,Gujarat Titans,5,Vijay Shankar,lbw b Marsh,29,23,3,0,126.08
Delhi Capitals vs Gujarat Titans,Gujarat Titans,6,David Miller,not out,31,16,2,2,193.75
Punjab Kings vs Rajasthan Royals,Punjab Kings,1,Prabhsimran Singh,c Buttler b Holder,60,34,7,3,176.47
Punjab Kings vs Rajasthan Royals,Punjab Kings,2,Shikhar Dhawan (c),not out,86,56,9,3,153.57
Punjab Kings vs Rajasthan Royals,Punjab Kings,3,Bhanuka Rajapaksa,retired hurt,1,1,0,0,100.00
Punjab Kings vs Rajasthan Royals,Punjab Kings,4,Jitesh Sharma †,c Parag b Chahal,27,16,2,1,168.75
Punjab Kings vs Rajasthan Royals,Punjab Kings,5,Sikandar Raza,b Ashwin,1,2,0,0,50.00
Punjab Kings vs Rajasthan Royals,Punjab Kings,6,M Shahrukh Khan,c Buttler b Holder,11,10,1,0,110.00
Punjab Kings vs Rajasthan Royals,Punjab Kings,7,Sam Curran,not out,1,2,0,0,50.00
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,c sub (MW Short) b Arshdeep Singh,11,8,1,1,137.50
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,2,Ravichandran Ashwin,c S Dhawan b Arshdeep Singh,0,4,0,0,0.00
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,3,Jos Buttler,c & b Ellis,19,11,1,1,172.72
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,4,Sanju Samson (c)†,c sub (MW Short) b Ellis,42,25,5,1,168.00
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,5,Devdutt Padikkal,b Ellis,21,26,1,0,80.76
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,6,Riyan Parag,c Shahrukh Khan b Ellis,20,12,1,2,166.66
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,7,Shimron Hetmyer,run out (Shahrukh Khan/Curran),36,18,1,3,200.00
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,8,Dhruv Jurel,not out,32,15,3,2,213.33
Punjab Kings vs Rajasthan Royals,Rajasthan Royals,9,Jason Holder,not out,1,1,0,0,100.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,1,Rahmanullah Gurbaz †,c Akash Deep b Sharma,57,44,6,3,129.54
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,2,Venkatesh Iyer,b Willey,3,7,0,0,42.85
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,3,Mandeep Singh,b Willey,0,1,0,0,0.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,4,Nitish Rana (c),c †Karthik b Bracewell,1,5,0,0,20.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,5,Rinku Singh,c †Karthik b Patel,46,33,2,3,139.39
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,6,Andre Russell,c Kohli b Sharma,0,1,0,0,0.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,7,Shardul Thakur,c Maxwell b Mohammed Siraj,68,29,9,3,234.48
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,8,Sunil Narine,not out,0,1,0,0,0.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,9,Umesh Yadav,not out,6,2,1,0,300.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Virat Kohli,b Narine,21,18,3,0,116.66
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Faf du Plessis (c),b Varun,23,12,2,2,191.66
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Michael Bracewell,c Rana b Thakur,19,18,1,1,105.55
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Glenn Maxwell,b Varun,5,7,1,0,71.42
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Harshal Patel,b Varun,0,2,0,0,0.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Shahbaz Ahmed,c Thakur b Narine,1,5,0,0,20.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Dinesh Karthik †,c Varun b Suyash Sharma,9,8,1,0,112.50
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Anuj Rawat,c Narine b Suyash Sharma,1,5,0,0,20.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,9,David Willey,not out,20,20,2,0,100.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,10,Karn Sharma,c Rana b Suyash Sharma,1,3,0,0,33.33
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,11,Akash Deep,c & b Varun,17,8,2,1,212.50
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,1,Anmolpreet Singh †,lbw b Pandya,31,26,3,1,119.23
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,2,Mayank Agarwal,c Stoinis b Pandya,8,7,1,0,114.28
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,3,Rahul Tripathi,c Mishra b Yash Thakur,34,41,4,0,82.92
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,4,Aiden Markram (c),b Pandya,0,1,0,0,0.00
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,5,Harry Brook,st †Pooran b Ravi Bishnoi,3,4,0,0,75.00
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,6,Washington Sundar,c Hooda b Mishra,16,28,0,0,57.14
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,7,Abdul Samad,not out,21,10,1,2,210.00
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,8,Adil Rashid,c Hooda b Mishra,4,3,1,0,133.33
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,9,Umran Malik,run out (Hooda/Unadkat),0,0,0,0,-
Sunrisers Hyderabad vs Lucknow Super Giants,Sunrisers Hyderabad,10,Bhuvneshwar Kumar,not out,0,0,0,0,-
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,1,Kyle Mayers,c Agarwal b Fazalhaq Farooqi,13,14,2,0,92.85
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,2,KL Rahul (c),lbw b Rashid,35,31,4,0,112.90
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,3,Deepak Hooda,c & b Kumar,7,8,0,1,87.50
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,4,Krunal Pandya,c †Anmolpreet Singh b Umran Malik,34,23,4,1,147.82
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,5,Marcus Stoinis,not out,10,13,2,0,76.92
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,6,Romario Shepherd,lbw b Rashid,0,1,0,0,0.00
Sunrisers Hyderabad vs Lucknow Super Giants,Lucknow Super Giants,7,Nicholas Pooran †,not out,11,6,1,1,183.33
Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,1,Yashasvi Jaiswal,c & b Mukesh Kumar,60,31,11,1,193.54
Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,2,Jos Buttler,c & b Mukesh Kumar,79,51,11,1,154.90
Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,3,Sanju Samson (c)†,c Nortje b Kuldeep Yadav,0,4,0,0,0.00
Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,4,Riyan Parag,b Powell,7,11,0,0,63.63
Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,5,Shimron Hetmyer,not out,39,21,1,4,185.71
Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,6,Dhruv Jurel,not out,8,3,0,1,266.66
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,1,Prithvi Shaw,c †Samson b Boult,0,3,0,0,0.00
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,2,David Warner (c),lbw b Chahal,65,55,7,0,118.18
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,3,Manish Pandey,lbw b Boult,0,1,0,0,0.00
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,4,Rilee Rossouw,c Jaiswal b R Ashwin,14,12,2,0,116.66
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,5,Lalit Yadav,b Boult,38,24,5,0,158.33
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,6,Axar Patel,st †Samson b Chahal,2,6,0,0,33.33
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,7,Rovman Powell,c Hetmyer b R Ashwin,2,2,0,0,100.00
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,8,Abishek Porel †,c Hetmyer b Chahal,7,9,1,0,77.77
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,9,Kuldeep Yadav,not out,3,7,0,0,42.85
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,10,Anrich Nortje,b Sandeep Sharma,0,1,0,0,0.00
Rajasthan Royals vs Delhi Capitals,Delhi Capitals,11,Mukesh Kumar,not out,1,1,0,0,100.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,1,Rohit Sharma (c),b Deshpande,21,13,3,1,161.53
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,2,Ishan Kishan †,c Pretorius b Jadeja,32,21,5,0,152.38
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,3,Cameron Green,c & b Jadeja,12,11,1,0,109.09
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,4,Suryakumar Yadav,c †Dhoni b Santner,1,2,0,0,50.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,5,Tilak Varma,lbw b Jadeja,22,18,2,1,122.22
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,6,Arshad Khan,lbw b Santner,2,4,0,0,50.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,7,Tim David,c Rahane b Deshpande,31,22,1,2,140.90
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,8,Tristan Stubbs,c Gaikwad b Magala,5,10,0,0,50.00
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,9,Hrithik Shokeen,not out,18,13,3,0,138.46
Mumbai Indians vs Chennai Super Kings,Mumbai Indians,10,Piyush Chawla,not out,5,6,0,0,83.33
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,1,Devon Conway,b Behrendorff,0,4,0,0,0.00
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,2,Ruturaj Gaikwad,not out,40,36,2,1,111.11
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,c Yadav b Chawla,61,27,7,3,225.92
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,4,Shivam Dube,b Kartikeya,28,26,2,1,107.69
Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,5,Ambati Rayudu,not out,20,16,3,0,125.00
Gujarat Titans vs Kolkata Knight Riders,Gujarat Titans,1,Wriddhiman Saha †,c Jagadeesan b Narine,17,17,3,0,100.00
Gujarat Titans vs Kolkata Knight Riders,Gujarat Titans,2,Shubman Gill,c Yadav b Narine,39,31,5,0,125.80
Gujarat Titans vs Kolkata Knight Riders,Gujarat Titans,3,Sai Sudharsan,c sub (AS Roy) b Narine,53,38,3,2,139.47
Gujarat Titans vs Kolkata Knight Riders,Gujarat Titans,4,Abhinav Manohar,b Suyash Sharma,14,8,3,0,175.00
Gujarat Titans vs Kolkata Knight Riders,Gujarat Titans,5,Vijay Shankar,not out,63,24,4,5,262.50
Gujarat Titans vs Kolkata Knight Riders,Gujarat Titans,6,David Miller,not out,2,3,0,0,66.66
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,1,Rahmanullah Gurbaz †,c Yash Dayal b Mohammed Shami,15,12,1,1,125.00
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,2,Narayan Jagadeesan,c Manohar b Little,6,8,1,0,75.00
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,3,Venkatesh Iyer,c Shubman Gill b Joseph,83,40,8,5,207.50
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,4,Nitish Rana (c),c Mohammed Shami b Joseph,45,29,4,3,155.17
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,5,Rinku Singh,not out,48,21,1,6,228.57
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,6,Andre Russell,c sub (†KS Bharat) b Rashid Khan,1,2,0,0,50.00
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,7,Sunil Narine,c sub (J Yadav) b Rashid Khan,0,1,0,0,0.00
